Timestamp,Used Memory (MB) Diff,CPU Load 1 min Diff,CPU Load 5 min Diff,CPU Load 15 min Diff,Disk Usage (%) Diff,TX (MB) Diff,RX (MB) Diff,CPU Load 1 min Actual,CPU Load 5 min Actual,CPU Load 15 min Actual,Open Ports,Arp.Plc.Eclr/code.ESM_DATA1.ESM_INFOS[1].TASK_INFOS[1].LAST_ACTIVATION_DELAY,Arp.Plc.Eclr/code.ESM_DATA1.ESM_INFOS[1].TASK_INFOS[1].LAST_EXEC_DURATION,Arp.Plc.Eclr/code.IP_ACTIVE_DT,Arp.Plc.Eclr/code.USER_PART_DT.MEM_FREE,Arp.Plc.Eclr/code.USER_PART_DT.MEM_USAGE,Arp.Plc.Eclr/code.ESM_DATA1.ESM_INFOS[2].TASK_INFOS[1].LAST_ACTIVATION_DELAY,Arp.Plc.Eclr/code.USER_PART_DT.MEM_USED,Arp.Plc.Eclr/code.cpu_1,Arp.Plc.Eclr/code.cpu_2,Arp.Plc.Eclr/code.temp,Total_Exec_Duration,Total_Activation_delay,Arp.Plc.Eclr/code.ESM_DATA1.ESM_INFOS[2].TASK_INFOS[1].LAST_EXEC_DURATION,Label,Attack Technique
359.0,0.0,-0.2300000000000004,-0.04,0.0,0.0,0.0,0.0,5.27,5.12,4.37,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",47.72,124.76,0.0,348381184.0,27.0,58.72,125689856.0,23.68,5.0,55.0,516.76,106.44,392.0,0,0
370.0,0.0,0.0700000000000002,0.0300000000000002,0.0199999999999995,0.0,0.0,0.0,5.34,5.15,4.39,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",64.06,157.7,0.0,348381184.0,27.0,54.94,125689856.0,29.14,12.78,55.0,538.92,119.0,381.22,0,0
380.0,0.0,-0.1299999999999999,-0.0200000000000004,0.0,0.0,0.0,0.0,5.21,5.13,4.39,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",65.0,157.84,0.0,348379873.28,27.0,55.98,125691166.72,28.9,11.8,55.0,542.66,120.98,384.82,0,0
391.0,0.0,-0.1100000000000003,-0.0300000000000002,0.0,0.0,0.0,0.0,5.1,5.1,4.39,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",68.92,175.78,0.0,348377088.0,27.0,52.88,125693952.0,31.58,11.2,55.0,600.68,121.8,424.9,0,0
401.0,4.0,-0.0899999999999998,-0.0199999999999995,0.0,0.0,0.0,0.0,5.01,5.08,4.39,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",78.74,185.24,0.0,348377088.0,27.0,55.0,125693952.0,28.28,13.96,55.0,572.08,133.74,386.84,0,0
413.0,-4.0,-0.0099999999999997,0.0,0.0,0.0,0.0,0.0,5.0,5.08,4.39,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",51.84,130.28,0.0,348377088.0,27.0,51.82,125693952.0,27.86,5.18,55.0,478.54,103.66,348.26,0,0
424.0,1.0,-0.1500000000000003,-0.0300000000000002,0.0,0.0,0.0,0.0,4.85,5.05,4.39,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",54.4,130.76,0.0,348251340.8,27.0,52.28,125819699.2,30.06,7.6,55.0,477.5,106.68,346.74,0,0
434.0,-1.0,0.1699999999999999,0.0300000000000002,0.0200000000000004,0.0,0.0,0.0,5.02,5.08,4.41,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",51.82,128.8,0.0,348237824.0,27.0,51.44,125833216.0,25.66,8.62,55.0,470.2,103.26,341.4,0,0
445.0,1.0,-0.0099999999999997,-0.0099999999999997,0.0,0.0,0.0,0.0,5.01,5.07,4.41,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",59.1,142.84,0.0,348233728.0,27.0,52.44,125837312.0,33.72,11.94,55.0,496.0,111.54,353.16,0,0
455.0,0.0,0.1400000000000005,0.0299999999999993,0.0199999999999995,0.0,0.0,0.0,5.15,5.1,4.43,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",60.62,144.0,0.0,348233728.0,27.0,57.6,125837312.0,32.3,11.44,55.0,494.68,118.22,350.68,0,0
466.0,0.0,-0.0300000000000002,0.0,0.0100000000000006,0.0,0.0,0.0,5.12,5.1,4.44,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",67.16,159.38,0.0,348232826.88,27.0,63.7,125838213.12,51.42,37.56,55.0,532.7,130.86,373.32,0,0
476.0,0.0,-0.0200000000000004,0.0,0.0099999999999997,0.0,0.0,0.0,5.1,5.1,4.45,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",63.32,153.5,0.0,348229632.0,27.0,61.38,125841408.0,32.46,9.96,55.0,523.12,124.7,369.62,0,0
487.0,0.0,-0.0899999999999998,-0.0199999999999995,0.0,0.0,0.0,0.0,5.01,5.08,4.45,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",60.94,151.3,0.0,348229632.0,27.0,61.02,125841408.0,24.88,13.96,55.0,511.98,121.96,360.68,0,0
497.0,0.0,0.0700000000000002,0.0099999999999997,0.0099999999999997,0.0,0.0,0.0,5.08,5.09,4.46,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",58.24,146.36,0.0,348229632.0,27.0,59.42,125841408.0,29.4,5.64,55.0,505.74,117.66,359.38,0,0
508.0,0.0,-0.0899999999999998,-0.0199999999999995,0.0,0.0,0.0,0.0,4.99,5.07,4.46,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",54.48,137.72,0.0,348225536.0,27.0,57.68,125845504.0,28.56,5.0,55.0,495.4,112.16,357.68,0,0
518.0,0.0,0.0099999999999997,0.0,0.0099999999999997,0.0,0.0,0.0,5.0,5.07,4.47,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",52.84,128.22,0.0,348225536.0,27.0,58.66,125845504.0,19.76,13.48,55.0,488.4,111.5,360.18,0,0
529.0,0.0,0.0,-0.0100000000000006,0.0,0.0,0.0,0.0,5.0,5.06,4.47,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",45.18,123.2,0.0,348086272.0,27.0,53.02,125984768.0,43.1,25.9,55.08,536.12,98.2,412.92,0,0
539.0,0.0,-0.08,-0.0199999999999995,0.0,0.0,0.0,0.0,4.92,5.04,4.47,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",68.44,158.34,0.0,348082176.0,27.0,51.22,125988864.0,23.24,10.3,56.0,567.2,119.66,408.86,0,0
550.0,0.0,0.0099999999999997,0.0,0.0100000000000006,0.0,0.0,0.0,4.93,5.04,4.48,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",73.72,166.56,0.0,348080291.84,27.0,55.7,125990748.16,31.98,13.46,56.0,590.9,129.42,424.34,0,0
560.0,0.0,0.1800000000000006,0.0300000000000002,0.0199999999999995,0.0,0.0,0.0,5.11,5.07,4.5,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",69.04,155.28,0.0,348078080.0,27.0,50.82,125992960.0,28.3,5.04,56.0,566.42,119.86,411.14,0,0
571.0,0.0,-0.1000000000000005,-0.0200000000000004,0.0,0.0,0.0,0.0,5.01,5.05,4.5,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",76.48,174.12,0.0,348078080.0,27.0,55.56,125992960.0,33.74,12.54,56.0,606.42,132.04,432.3,0,0
581.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,5.05,4.5,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",96.92,193.36,0.0,348078080.0,27.0,62.82,125992960.0,39.5,19.58,56.0,631.04,159.74,437.68,0,0
592.0,-4.0,-0.1600000000000001,-0.0300000000000002,0.0,0.0,0.0,0.0,4.85,5.02,4.5,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",52.44,126.64,0.0,348073984.0,27.0,50.42,125997056.0,25.34,8.2,56.0,459.26,102.86,332.62,0,0
603.0,0.0,-0.1299999999999999,-0.0399999999999991,-0.0099999999999997,0.0,0.0,0.0,4.72,4.98,4.49,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",51.92,127.62,0.0,348073984.0,27.0,50.8,125997056.0,27.6,7.34,56.0,469.04,102.72,341.42,0,0
614.0,0.0,0.1100000000000003,0.0199999999999995,0.0099999999999997,0.0,0.0,0.0,4.83,5.0,4.5,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",49.16,129.86,0.0,348073984.0,27.0,51.88,125997056.0,28.96,5.16,56.0,467.66,101.04,337.8,0,0
624.0,0.0,0.0300000000000002,0.0,0.0099999999999997,0.0,0.0,0.0,4.86,5.0,4.51,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",53.58,131.6,0.0,347936358.4,27.0,53.2,126134681.6,29.58,7.2,56.0,478.18,106.78,346.58,0,0
635.0,0.0,-0.0600000000000005,-0.0199999999999995,0.0,0.0,0.0,0.0,4.8,4.98,4.51,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",59.68,144.42,0.0,347924561.92,27.0,57.9,126146478.08,33.04,12.04,56.0,508.62,117.58,364.2,0,0
645.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,4.84,4.98,4.51,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",58.62,146.9,0.0,347922432.0,27.0,61.34,126148608.0,48.1,32.98,56.0,581.42,119.96,434.52,0,0
656.0,0.0,-0.04,-0.0100000000000006,0.0099999999999997,0.0,0.0,0.0,4.8,4.97,4.52,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",53.62,138.84,0.0,347922432.0,27.0,61.08,126148608.0,31.72,10.5,56.0,578.24,114.7,439.4,0,0
666.0,0.0,0.1000000000000005,0.0200000000000004,0.0100000000000006,0.0,0.0,0.0,4.9,4.99,4.53,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",54.48,140.4,0.0,347921612.8,27.0,60.98,126149427.2,29.8,7.48,56.0,577.58,115.46,437.18,0,0
677.0,0.0,-0.1400000000000005,-0.04,-0.0100000000000006,0.0,0.0,0.0,4.76,4.95,4.52,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",54.34,139.24,0.0,347918336.0,27.0,61.58,126152704.0,23.08,12.96,56.0,584.34,115.92,445.1,0,0
687.0,1.0,0.04,0.0099999999999997,0.0100000000000006,0.0,0.0,0.0,4.8,4.96,4.53,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",54.2,135.44,0.0,347918336.0,27.0,61.46,126152704.0,28.8,5.0,56.0,572.64,115.66,437.2,0,0
698.0,-1.0,0.0300000000000002,0.0,0.0,0.0,0.0,0.0,4.83,4.96,4.53,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",46.38,120.04,0.0,347918336.0,27.0,56.86,126152704.0,26.98,5.0,56.0,549.0,103.24,428.96,0,0
708.0,1.0,-0.1299999999999999,-0.0300000000000002,0.0,0.0,0.0,0.0,4.7,4.93,4.53,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",62.6,152.4,0.0,347914240.0,27.0,51.44,126156800.0,32.52,28.6,56.0,549.8,114.04,397.4,0,0
718.0,-1.0,0.0499999999999998,0.0,0.0,0.0,0.0,0.0,4.75,4.93,4.53,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",52.38,126.22,0.0,347914240.0,27.0,48.26,126156800.0,28.44,5.0,56.0,479.42,100.64,353.2,0,0
729.0,1.0,-0.04,-0.0199999999999995,0.0,0.0,0.0,0.0,4.71,4.91,4.53,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",55.7,138.8,0.0,347774976.0,27.0,50.58,126296064.0,28.9,5.0,56.0,470.46,106.28,331.66,0,0
740.0,0.0,-0.0300000000000002,-0.0099999999999997,0.0,0.0,0.0,0.0,4.68,4.9,4.53,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",59.2,152.08,0.0,347770880.0,27.0,59.4,126300160.0,30.84,15.12,56.0,512.0,118.6,359.92,0,0
750.0,0.0,-0.0999999999999996,-0.0300000000000002,0.0,0.0,0.0,0.0,4.58,4.87,4.53,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",61.04,150.9,0.0,347769569.28,27.0,62.14,126301470.72,32.84,11.6,56.0,519.36,123.18,368.46,0,0
761.0,0.0,0.4500000000000002,0.0899999999999998,0.0299999999999993,0.0,0.0,0.0,5.03,4.96,4.56,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",78.32,183.06,0.0,347766784.0,27.0,69.76,126304256.0,35.5,14.48,56.0,566.88,148.08,383.82,0,0
771.0,0.0,-0.1600000000000001,-0.0300000000000002,0.0,0.0,0.0,0.0,4.87,4.93,4.56,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",57.8,145.0,0.0,347766784.0,27.0,61.42,126304256.0,20.92,19.06,56.0,521.86,119.22,376.86,0,0
782.0,0.0,-0.0499999999999998,-0.0199999999999995,0.0,0.0,0.0,0.0,4.82,4.91,4.56,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",60.46,138.86,0.0,347766538.24,27.0,64.16,126304501.76,30.76,6.38,56.0,577.6,124.62,438.74,0,0
792.0,0.0,0.0299999999999993,0.0099999999999997,0.0,0.0,0.0,0.0,4.85,4.92,4.56,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",53.64,136.3,0.0,347762688.0,27.0,61.64,126308352.0,28.26,5.0,56.0,580.62,115.28,444.32,0,0
803.0,0.0,0.1699999999999999,0.0300000000000002,0.0200000000000004,0.0,0.0,0.0,5.02,4.95,4.58,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",50.42,128.96,0.0,347762688.0,27.0,58.4,126308352.0,27.6,5.0,56.0,557.68,108.82,428.72,0,0
813.0,0.0,-0.0799999999999991,-0.0099999999999997,0.0,0.0,0.0,0.0,4.94,4.94,4.58,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",44.8,117.16,0.0,347762688.0,27.0,58.54,126308352.0,28.66,5.2,56.0,531.38,103.34,414.22,0,0
823.0,1.0,-0.1400000000000005,-0.0300000000000002,-0.0099999999999997,0.0,0.0,0.0,4.8,4.91,4.57,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",81.44,176.54,0.0,347631452.16,27.0,58.64,126439587.84,36.52,15.18,56.0,583.78,140.08,407.24,0,0
834.0,-1.0,0.0300000000000002,0.0,0.0,0.0,0.0,0.0,4.83,4.91,4.57,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",52.68,129.62,0.0,347619328.0,27.0,58.62,126451712.0,27.7,5.0,56.0,483.68,111.3,354.06,0,0
845.0,1.0,-0.1299999999999999,-0.0300000000000002,0.0,0.0,0.0,0.0,4.7,4.88,4.57,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",57.44,140.36,0.0,347615232.0,27.0,61.62,126455808.0,33.02,11.84,56.0,511.1,119.06,370.74,0,0
855.0,0.0,0.0499999999999998,0.0,0.0,0.0,0.0,1.0,4.75,4.88,4.57,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",59.56,146.56,0.0,347615232.0,27.0,63.48,126455808.0,34.14,12.2,56.0,546.58,123.04,400.02,0,0
866.0,0.0,-0.04,-0.0099999999999997,0.0,0.0,0.0,0.0,4.71,4.87,4.57,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",54.98,141.88,0.0,347614494.72,27.0,61.0,126456545.28,32.88,11.3,56.0,565.9,115.98,424.02,0,0
876.0,0.0,0.1299999999999999,0.0199999999999995,0.0099999999999997,0.0,0.0,0.0,4.84,4.89,4.58,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",53.18,138.6,0.0,347611136.0,27.0,59.56,126459904.0,30.0,9.82,56.0,552.8,112.74,414.2,0,0
887.0,0.0,0.54,0.1200000000000001,0.04,0.0,0.0,0.0,5.38,5.01,4.62,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",66.26,151.18,0.0,347611136.0,27.0,49.96,126459904.0,41.32,22.84,56.0,522.92,116.22,371.74,0,0
897.0,0.0,-0.0499999999999998,0.0,0.0099999999999997,0.0,0.0,0.0,5.33,5.01,4.63,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",64.88,142.34,0.0,347611136.0,27.0,50.42,126459904.0,26.54,8.42,56.0,521.84,115.3,379.5,0,0
908.0,0.0,-0.2000000000000001,-0.0299999999999993,-0.0099999999999997,0.0,0.0,0.0,5.13,4.98,4.62,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",57.5,132.9,0.0,347607040.0,27.0,48.54,126464000.0,28.26,5.22,56.0,500.64,106.04,367.74,0,0
918.0,0.0,-0.0999999999999996,-0.0200000000000004,0.0,0.0,0.0,0.0,5.03,4.96,4.62,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",55.7,125.7,0.0,347607040.0,27.0,49.2,126464000.0,29.62,5.1,56.0,492.34,104.9,366.64,0,0
929.0,0.0,-0.1600000000000001,-0.0300000000000002,-0.0099999999999997,0.0,0.0,0.0,4.87,4.93,4.61,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",53.4,125.8,0.0,347463680.0,27.0,47.56,126607360.0,24.84,8.7,56.0,479.34,100.96,353.54,0,0
939.0,0.0,-0.1299999999999999,-0.0299999999999993,0.0,0.0,0.0,0.0,4.74,4.9,4.61,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",60.36,132.64,0.0,347459584.0,27.0,48.86,126611456.0,22.68,12.44,56.0,500.08,109.22,367.44,0,0
950.0,1.0,-0.04,-0.0100000000000006,0.0,0.0,0.0,0.0,4.7,4.89,4.61,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",63.56,150.38,0.0,347459584.0,27.0,54.66,126611456.0,47.36,30.1,56.0,507.8,118.22,357.42,0,0
960.0,-1.0,-0.0300000000000002,-0.0199999999999995,0.0,0.0,0.0,0.0,4.67,4.87,4.61,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",56.6,137.02,0.0,347455488.0,27.0,64.1,126615552.0,33.18,12.4,56.0,502.08,120.7,365.06,0,0
971.0,0.0,0.2099999999999999,0.04,0.0099999999999997,0.0,0.0,0.0,4.88,4.91,4.62,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",61.34,147.96,0.0,347455488.0,27.0,62.22,126615552.0,28.88,15.3,56.0,522.64,123.56,374.68,0,0
981.0,0.0,-0.0499999999999998,-0.0099999999999997,0.0,0.0,0.0,0.0,4.83,4.9,4.62,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",59.14,145.5,0.0,347454996.48,27.0,61.16,126616043.52,31.04,8.72,56.0,525.7,120.3,380.2,0,0
992.0,0.0,-0.0499999999999998,-0.0100000000000006,0.0,0.0,0.0,0.0,4.78,4.89,4.62,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",55.24,136.58,0.0,347451392.0,27.0,60.38,126619648.0,28.22,8.28,56.0,566.54,115.62,429.96,0,0
1002.0,2.0,0.04,0.0,0.0099999999999997,0.0,0.0,0.0,4.82,4.89,4.63,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",68.76,161.68,0.0,347451392.0,27.0,65.6,126619648.0,33.2,10.44,56.0,610.24,134.36,448.56,0,0
1013.0,-2.0,-0.0500000000000007,-0.0099999999999997,0.0,0.0,0.0,0.0,4.77,4.88,4.63,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",46.04,118.44,0.0,347451392.0,27.0,58.12,126619648.0,28.14,5.0,56.0,534.04,104.16,415.6,0,0
1024.0,0.0,0.4400000000000004,0.0899999999999998,0.0300000000000002,0.0,0.0,0.0,5.21,4.97,4.66,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",59.42,141.74,0.0,347316387.84,27.0,55.54,126754652.16,27.08,11.92,56.0,557.3,114.96,415.56,0,0
1034.0,0.0,0.04,0.0100000000000006,0.0099999999999997,0.0,0.0,0.0,5.25,4.98,4.67,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",60.1,142.38,0.0,347308032.0,27.0,52.02,126763008.0,23.74,10.28,56.0,554.36,112.12,411.98,0,0
1045.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,5.21,4.98,4.67,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",64.9,149.56,0.0,347303936.0,27.0,53.16,126767104.0,25.02,8.4,56.0,563.74,118.06,414.18,0,0
1055.0,1.0,-0.0300000000000002,0.0099999999999997,0.0,0.0,0.0,0.0,5.18,4.99,4.67,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",66.78,141.28,0.0,347303936.0,27.0,49.0,126767104.0,32.64,11.68,56.0,498.48,115.78,357.2,0,0
1066.0,0.0,0.04,0.0099999999999997,0.0099999999999997,0.0,0.0,0.0,5.22,5.0,4.68,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",70.76,153.06,0.0,347303280.64,27.0,53.64,126767759.36,50.22,35.1,56.0,550.96,124.4,397.9,0,0
1076.0,-1.0,0.0300000000000002,0.0199999999999995,0.0100000000000006,0.0,0.0,0.0,5.25,5.02,4.69,"22,443 41120,41121 5345,41123 41124,1000 9001,41100 80,44818 30003,22 4840,30003",65.72,145.5,0.0,347299840.0,27.0,51.24,126771200.0,32.16,7.4,56.0,509.42,116.96,363.92,0,0
